,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
44,0,31,422.0,118.0,368.0,988.0,37,23000.0,4,33,43,286095,27468,38,0.0,43,974.0,0,0,0,2009.0,3000.0,6.6,2.35,0
45,0,32,424.0,140.0,0.0,14000.0,38,26000.0,22,34,44,278232,79150,39,0.0,44,657.0,0,0,0,2015.0,23000.0,7.2,2.35,94000
46,0,11,654.0,123.0,395.0,1000.0,39,17000.0,23,35,45,465019,32392,40,0.0,45,995.0,0,0,0,2013.0,11000.0,7.0,2.35,129000
47,0,10,539.0,149.0,0.0,20000.0,40,34000.0,19,36,46,514125,91434,41,7.0,46,752.0,0,0,0,2014.0,22000.0,8.0,2.35,82000
48,0,33,590.0,132.0,14000.0,928.0,41,19000.0,4,37,47,395573,21411,42,0.0,47,1171.0,0,0,0,2013.0,981.0,7.8,2.35,92000
49,0,10,338.0,114.0,0.0,140.0,42,979.0,12,38,48,106416,1766,43,1.0,48,205.0,0,0,0,2013.0,557.0,6.3,2.35,22000
50,0,34,490.0,143.0,1000.0,77.0,43,29000.0,16,19,49,362912,29770,44,4.0,49,753.0,0,4,0,2013.0,509.0,7.3,2.35,115000
51,0,35,306.0,116.0,179.0,236.0,44,15000.0,18,39,50,222403,16149,45,2.0,50,453.0,0,0,0,2010.0,567.0,6.6,2.35,23000
52,0,36,575.0,131.0,0.0,919.0,45,16000.0,4,40,51,381148,19166,46,0.0,51,1106.0,0,0,0,2013.0,968.0,7.0,1.85,83000
53,0,26,428.0,154.0,0.0,581.0,46,894.0,4,26,52,326180,2593,47,2.0,52,899.0,0,0,0,2011.0,829.0,6.3,2.35,46000
54,0,37,470.0,122.0,14000.0,1000.0,47,11000.0,1,41,53,333847,14959,48,2.0,53,2054.0,0,0,0,2008.0,1000.0,6.2,2.35,5000
56,0,38,488.0,93.0,56.0,838.0,36,2000.0,20,42,54,273556,5005,49,0.0,54,428.0,0,0,1,2012.0,1000.0,7.2,2.35,39000
57,0,39,322.0,122.0,681.0,105.0,48,998.0,17,43,55,53607,1327,50,4.0,55,432.0,0,0,0,2016.0,119.0,7.5,2.35,30000
58,0,4,421.0,98.0,475.0,522.0,49,1000.0,24,44,56,718837,2975,51,0.0,56,1043.0,0,0,2,2008.0,729.0,8.4,2.35,16000
59,0,24,162.0,91.0,420.0,173.0,50,268.0,25,45,57,121084,1125,52,2.0,57,221.0,0,0,0,2007.0,268.0,6.2,2.35,0
60,0,40,367.0,158.0,776.0,310.0,51,1000.0,4,46,58,283418,2144,53,0.0,58,1055.0,0,0,0,2009.0,468.0,5.8,2.35,13000
61,0,41,240.0,96.0,0.0,10000.0,52,18000.0,26,47,59,72809,48878,54,0.0,59,249.0,0,0,1,2009.0,14000.0,6.8,2.35,0
62,0,42,384.0,127.0,0.0,13000.0,33,17000.0,4,48,60,139593,47334,55,1.0,60,720.0,0,0,0,2015.0,15000.0,5.4,2.35,44000
63,0,8,248.0,110.0,282.0,103.0,24,11000.0,15,2,61,42372,21175,56,2.0,61,239.0,0,0,0,2016.0,10000.0,6.6,2.35,29000
64,0,12,284.0,150.0,80.0,82.0,53,1000.0,14,49,62,286506,1317,57,5.0,62,1463.0,0,0,1,2005.0,190.0,6.9,2.35,0
65,0,10,396.0,144.0,0.0,1000.0,54,34000.0,4,36,63,148379,49684,58,6.0,63,622.0,0,0,0,2016.0,13000.0,7.3,2.35,54000
66,0,3,645.0,152.0,22000.0,11000.0,55,23000.0,27,33,64,1676169,57802,59,0.0,64,4667.0,0,0,0,2008.0,13000.0,9.0,2.35,37000
67,0,43,408.0,96.0,0.0,262.0,56,1000.0,28,44,65,665575,2635,60,1.0,65,704.0,0,0,1,2009.0,848.0,8.3,1.85,27000
68,0,44,219.0,94.0,11.0,459.0,57,1000.0,29,50,66,114553,2579,61,2.0,66,187.0,0,0,1,2009.0,973.0,6.5,2.35,0
69,0,45,486.0,126.0,4000.0,4000.0,58,21000.0,4,20,67,696338,39252,62,3.0,67,1055.0,0,0,0,2008.0,12000.0,7.9,2.35,10000
70,0,46,682.0,126.0,17000.0,1000.0,59,17000.0,30,51,68,245333,36017,63,0.0,68,678.0,0,0,1,2011.0,16000.0,7.5,1.85,42000
71,0,14,85.0,106.0,188.0,582.0,60,10000.0,31,13,69,129601,15870,64,2.0,69,648.0,0,0,0,1999.0,4000.0,4.8,1.85,0
72,0,47,264.0,112.0,357.0,595.0,61,5000.0,32,52,70,117927,9131,65,2.0,70,501.0,0,0,0,2008.0,3000.0,5.2,2.35,0
73,0,48,418.0,123.0,452.0,329.0,62,10000.0,33,13,71,118992,11287,66,8.0,71,971.0,0,0,0,2016.0,336.0,6.9,2.35,80000
74,0,49,186.0,96.0,293.0,7000.0,63,87000.0,34,53,72,115099,108016,67,0.0,72,257.0,0,0,1,2007.0,11000.0,5.4,2.35,2000
75,0,50,585.0,113.0,218.0,509.0,64,10000.0,4,54,73,431620,12652,68,1.0,73,741.0,0,0,0,2014.0,854.0,7.9,2.35,77000
76,0,51,91.0,176.0,58.0,60.0,65,711.0,17,55,74,144337,1004,69,0.0,74,309.0,0,0,0,1995.0,60.0,6.1,1.85,0
77,0,52,250.0,118.0,208.0,570.0,66,23000.0,17,56,75,174578,26683,70,4.0,75,534.0,0,0,0,2009.0,2000.0,5.8,2.35,0
78,0,43,536.0,95.0,0.0,384.0,67,1000.0,35,50,76,345198,2944,71,1.0,76,773.0,0,0,1,2015.0,767.0,8.3,1.85,118000
79,0,45,370.0,106.0,4000.0,591.0,68,19000.0,36,57,77,106072,32921,72,0.0,77,398.0,0,1,1,2016.0,13000.0,7.8,1.85,65000
80,0,45,453.0,124.0,4000.0,4000.0,23,21000.0,4,20,78,522371,48638,62,4.0,78,723.0,0,0,0,2010.0,19000.0,7.0,2.35,18000
81,0,53,416.0,132.0,274.0,11000.0,69,26000.0,37,7,79,228554,72881,73,0.0,79,710.0,0,0,0,2012.0,17000.0,6.1,2.35,53000
82,0,54,401.0,97.0,171.0,846.0,70,11000.0,38,58,80,252257,15516,74,2.0,80,634.0,0,0,1,2014.0,2000.0,7.0,2.35,89000
83,0,55,521.0,130.0,198.0,884.0,25,10000.0,39,59,81,317542,14363,75,0.0,81,620.0,0,0,0,2014.0,2000.0,7.6,1.85,45000
85,0,56,218.0,128.0,47.0,982.0,71,18000.0,37,60,82,116994,20965,76,2.0,82,324.0,0,0,0,2013.0,1000.0,6.3,2.35,35000
86,0,19,576.0,136.0,94.0,2000.0,72,19000.0,4,57,83,496749,36188,77,1.0,83,742.0,0,0,0,2014.0,11000.0,7.8,2.35,55000
87,0,57,226.0,93.0,31.0,213.0,73,4000.0,20,61,84,138661,4628,78,2.0,84,173.0,0,0,1,2010.0,225.0,6.4,2.35,0
88,0,58,443.0,130.0,663.0,604.0,74,2000.0,40,62,85,128306,5046,79,2.0,85,497.0,0,0,1,2015.0,638.0,6.5,2.2,37000
89,0,59,384.0,102.0,38.0,562.0,75,756.0,41,63,86,279093,2963,80,0.0,86,433.0,0,0,1,2014.0,719.0,7.9,2.39,41000
90,0,60,377.0,101.0,66.0,833.0,76,975.0,42,64,87,272534,4451,81,1.0,87,345.0,0,0,1,2012.0,931.0,7.8,2.35,40000
91,0,41,188.0,100.0,0.0,267.0,77,15000.0,43,32,88,120798,16264,82,0.0,88,444.0,0,0,2,2004.0,726.0,6.6,2.35,10000
92,0,40,286.0,120.0,776.0,535.0,78,890.0,4,65,89,58137,3233,83,0.0,89,520.0,0,0,0,2016.0,812.0,5.5,2.35,67000
93,0,61,288.0,98.0,255.0,759.0,79,18000.0,43,66,90,485430,20453,84,0.0,90,492.0,0,0,1,2010.0,953.0,8.2,2.35,33000
94,0,62,280.0,109.0,84.0,191.0,80,648.0,44,67,91,305340,1769,85,0.0,91,1676.0,0,0,3,2003.0,284.0,6.4,2.35,0
95,0,63,653.0,121.0,571.0,3000.0,81,14000.0,4,68,92,682155,32438,86,3.0,92,1097.0,0,0,0,2014.0,14000.0,8.1,2.35,96000
96,0,3,712.0,169.0,22000.0,6000.0,82,11000.0,45,69,93,928227,31488,87,1.0,93,2725.0,0,0,0,2014.0,11000.0,8.6,2.35,349000
97,0,3,642.0,148.0,22000.0,23000.0,83,29000.0,17,19,94,1468200,81115,3,0.0,94,2803.0,0,0,0,2010.0,27000.0,8.8,2.35,175000
100,0,47,187.0,106.0,357.0,4000.0,81,23000.0,22,70,95,272223,45327,88,2.0,95,988.0,0,0,0,2001.0,14000.0,6.7,2.35,14000
101,0,64,362.0,166.0,21000.0,919.0,84,11000.0,46,71,96,459346,13333,89,2.0,96,822.0,0,0,0,2008.0,1000.0,7.8,2.35,23000
102,0,65,500.0,132.0,905.0,1000.0,54,34000.0,4,36,97,518537,50983,90,3.0,97,698.0,0,0,0,2011.0,13000.0,7.8,2.35,54000
103,0,66,389.0,137.0,508.0,14000.0,85,34000.0,47,36,98,166137,81385,91,1.0,98,383.0,0,0,0,2015.0,22000.0,6.6,2.35,38000
104,0,67,235.0,109.0,226.0,370.0,86,12000.0,10,72,99,124185,13388,92,0.0,99,238.0,0,0,1,2010.0,418.0,6.1,2.35,11000
105,0,68,231.0,98.0,249.0,702.0,87,87000.0,48,53,100,82380,92456,93,0.0,100,629.0,0,0,0,2006.0,2000.0,5.6,2.35,0
106,0,69,218.0,113.0,33.0,11000.0,28,40000.0,14,1,101,21352,80806,27,1.0,101,131.0,0,0,1,2016.0,25000.0,6.4,1.85,30000
107,0,70,227.0,93.0,50.0,692.0,88,3000.0,20,73,102,211971,4705,94,2.0,102,326.0,0,0,1,2007.0,795.0,6.1,1.85,0
108,0,71,275.0,123.0,0.0,648.0,89,3000.0,1,74,103,111609,5505,95,0.0,103,781.0,0,0,0,2016.0,716.0,7.3,2.35,89000
109,0,72,474.0,126.0,230.0,2000.0,90,24000.0,4,5,104,188457,38873,96,2.0,104,867.0,0,0,0,2015.0,10000.0,6.6,2.35,82000
110,0,73,228.0,113.0,150.0,59.0,91,531.0,14,75,105,106446,764,97,4.0,105,227.0,0,0,1,2010.0,82.0,6.3,1.78,11000
111,1,26,191.0,184.0,0.0,691.0,92,3000.0,49,76,106,254111,5401,98,0.0,106,1999.0,0,0,0,2001.0,961.0,6.1,2.35,0
112,0,26,396.0,144.0,0.0,581.0,93,662.0,4,77,107,513158,2333,47,0.0,107,1782.0,0,0,0,2007.0,599.0,7.1,2.35,8000
113,0,74,248.0,206.0,0.0,591.0,94,12000.0,50,78,108,138863,24598,99,3.0,108,1390.0,0,5,3,2004.0,11000.0,5.5,2.35,0
114,0,8,329.0,138.0,282.0,687.0,8,21000.0,7,79,109,355137,33433,100,3.0,109,1108.0,0,1,0,2007.0,11000.0,7.5,2.35,0
115,0,35,295.0,157.0,179.0,10000.0,8,21000.0,7,79,110,385670,53413,8,1.0,110,1896.0,0,1,0,2005.0,11000.0,7.6,2.35,0
116,0,20,318.0,102.0,532.0,979.0,95,10000.0,51,13,111,343648,21584,101,0.0,111,590.0,0,0,0,2008.0,9000.0,6.4,2.35,0
117,0,66,323.0,104.0,508.0,558.0,96,10000.0,52,13,112,530870,13076,102,0.0,112,1413.0,0,0,0,2007.0,1000.0,7.2,2.35,11000
118,0,23,276.0,115.0,13000.0,588.0,59,40000.0,53,1,113,320284,57844,103,3.0,113,1361.0,0,0,1,2005.0,16000.0,6.7,1.85,0
119,0,58,318.0,111.0,663.0,954.0,36,1000.0,54,80,114,473887,4764,104,0.0,114,626.0,0,0,2,2007.0,1000.0,8.0,2.35,10000
120,0,3,478.0,128.0,22000.0,11000.0,97,23000.0,8,33,115,980946,59558,59,0.0,115,2685.0,0,0,0,2005.0,14000.0,8.3,2.35,15000
121,0,75,167.0,89.0,35.0,436.0,98,1000.0,55,81,116,146019,3285,105,0.0,116,119.0,0,0,1,2008.0,851.0,6.7,1.85,0
122,0,76,185.0,105.0,189.0,1000.0,99,49000.0,53,82,117,130272,54039,106,2.0,117,209.0,0,0,1,2009.0,3000.0,5.9,2.35,2000
123,0,77,350.0,119.0,151.0,2000.0,100,20000.0,19,24,118,361924,40054,107,0.0,118,641.0,0,0,0,2009.0,16000.0,6.7,2.35,0
124,0,42,245.0,129.0,0.0,233.0,101,309.0,44,83,119,364948,1062,108,0.0,119,2121.0,0,4,3,2003.0,269.0,6.7,2.35,0
125,0,78,406.0,102.0,69.0,490.0,102,1000.0,56,84,120,421658,2582,109,0.0,120,904.0,0,0,1,2013.0,523.0,7.6,2.24,58000
126,0,42,275.0,138.0,0.0,30.0,103,234.0,44,85,121,421818,534,110,0.0,121,2789.0,0,0,3,2003.0,198.0,7.2,2.35,0
127,0,72,486.0,112.0,230.0,12000.0,104,26000.0,1,7,122,414070,59803,111,3.0,122,532.0,0,0,0,2013.0,20000.0,7.1,2.35,63000
128,0,79,739.0,120.0,750.0,943.0,95,27000.0,17,3,123,552503,40025,112,0.0,123,1588.0,0,4,3,2015.0,9000.0,8.1,2.35,191000
129,0,80,298.0,146.0,2000.0,294.0,105,15000.0,57,32,124,207839,16948,113,2.0,124,435.0,0,0,0,2009.0,745.0,6.7,2.35,0
130,0,81,516.0,115.0,0.0,12000.0,104,26000.0,1,7,125,536314,60059,111,1.0,125,738.0,0,0,0,2011.0,20000.0,7.0,2.35,63000
131,0,82,225.0,96.0,59.0,699.0,106,17000.0,58,51,126,146766,20007,114,0.0,126,178.0,0,0,1,2008.0,759.0,6.9,1.85,0
132,0,83,145.0,88.0,12.0,182.0,107,730.0,59,86,127,33042,2217,115,0.0,127,90.0,0,0,1,2009.0,607.0,5.1,2.35,0
133,0,84,310.0,99.0,473.0,502.0,108,14000.0,1,21,128,152826,16184,116,0.0,128,253.0,0,0,0,2012.0,897.0,5.8,1.85,19000
134,0,23,526.0,113.0,13000.0,16000.0,109,40000.0,60,1,129,199039,80849,117,7.0,129,479.0,0,0,0,2012.0,17000.0,6.2,1.85,82000
135,0,85,465.0,131.0,188.0,641.0,110,10000.0,2,54,130,232187,21840,118,0.0,130,440.0,0,6,0,2015.0,10000.0,7.4,2.35,47000
136,0,86,357.0,119.0,394.0,162.0,111,12000.0,61,78,131,89442,13071,119,0.0,131,432.0,0,0,3,2010.0,490.0,5.8,1.85,0
137,0,8,248.0,110.0,282.0,103.0,24,11000.0,15,2,61,42372,21175,56,2.0,61,239.0,0,0,0,2016.0,10000.0,6.6,2.35,29000
138,0,87,194.0,91.0,58.0,826.0,112,2000.0,28,87,132,105902,6576,120,0.0,132,206.0,0,0,1,2007.0,852.0,6.2,1.85,0
139,0,88,284.0,90.0,90.0,15.0,113,11000.0,55,58,133,182718,21015,121,0.0,133,209.0,0,0,1,2011.0,10000.0,7.3,2.35,20000
140,0,89,280.0,103.0,0.0,346.0,114,1000.0,10,88,134,118951,2857,122,0.0,134,1382.0,0,0,1,2010.0,756.0,4.2,2.35,18000
141,0,33,310.0,124.0,14000.0,979.0,115,22000.0,2,89,135,256695,34817,101,0.0,135,871.0,0,0,0,2006.0,10000.0,6.9,2.35,0
142,0,40,339.0,131.0,776.0,256.0,116,17000.0,62,48,136,164238,18204,123,2.0,136,434.0,0,0,0,2013.0,551.0,6.4,2.35,33000
143,0,90,132.0,88.0,25.0,433.0,117,921.0,29,90,137,17590,2652,124,0.0,137,112.0,0,0,1,2011.0,562.0,5.4,2.35,0
144,0,91,135.0,85.0,42.0,586.0,22,20000.0,28,24,138,85086,35161,125,0.0,138,122.0,0,1,1,2006.0,14000.0,6.7,1.85,0
145,0,92,256.0,111.0,456.0,394.0,118,20000.0,14,24,139,39956,21393,126,4.0,139,186.0,0,0,1,2015.0,548.0,5.8,2.35,24000
146,0,93,196.0,92.0,50.0,517.0,119,3000.0,42,91,140,47900,5810,127,2.0,140,130.0,0,0,1,2014.0,1000.0,6.9,1.85,11000
147,0,68,220.0,196.0,249.0,844.0,1,11000.0,63,71,141,381672,17944,128,2.0,141,1694.0,0,0,3,2004.0,5000.0,7.2,2.35,0
148,0,75,211.0,93.0,35.0,436.0,120,851.0,28,92,142,119213,2444,105,0.0,142,154.0,0,0,1,2012.0,770.0,6.9,1.85,17000
149,1,94,264.0,133.0,93.0,746.0,121,769.0,2,93,143,169914,2538,129,0.0,143,1185.0,0,1,0,2002.0,766.0,6.1,2.35,0
150,0,95,464.0,116.0,176.0,322.0,122,783.0,64,94,144,69757,2097,130,4.0,144,1211.0,0,0,0,2016.0,370.0,5.5,2.35,62000
151,0,26,167.0,153.0,0.0,537.0,123,13000.0,17,95,145,322395,26029,131,0.0,145,1171.0,0,0,0,1998.0,12000.0,6.6,2.35,11000
152,0,14,208.0,88.0,188.0,826.0,124,10000.0,65,13,146,270207,14823,120,2.0,146,606.0,0,0,0,2002.0,3000.0,6.1,1.85,2000
153,0,41,287.0,115.0,0.0,964.0,125,18000.0,66,47,147,142440,31523,132,1.0,147,505.0,0,0,0,2007.0,12000.0,6.3,2.35,3000
154,0,96,210.0,95.0,5.0,967.0,94,24000.0,55,5,148,64322,36095,133,0.0,148,145.0,0,0,1,2016.0,11000.0,7.2,2.35,24000
155,0,58,432.0,133.0,663.0,690.0,110,10000.0,2,54,149,365104,21768,134,3.0,149,512.0,0,0,0,2011.0,10000.0,7.4,2.35,35000
156,0,97,256.0,97.0,52.0,161.0,126,20000.0,43,24,150,123553,20645,135,0.0,150,174.0,0,0,1,2012.0,315.0,7.3,1.85,25000
157,0,98,135.0,90.0,23.0,233.0,127,957.0,67,96,151,110788,1997,136,1.0,151,258.0,0,0,0,2005.0,550.0,6.1,2.35,2000
158,0,99,190.0,154.0,380.0,445.0,128,10000.0,68,54,152,317166,11945,137,1.0,152,928.0,0,0,3,2003.0,956.0,7.7,2.35,0
159,0,17,314.0,150.0,0.0,748.0,129,23000.0,69,33,153,128682,26490,138,0.0,153,657.0,0,1,0,2014.0,893.0,6.1,2.35,51000
160,0,33,518.0,127.0,14000.0,981.0,130,26000.0,4,7,154,504419,39284,139,0.0,154,1559.0,0,0,0,2009.0,12000.0,8.0,2.35,19000
161,0,5,291.0,121.0,0.0,4000.0,5,24000.0,18,5,155,544665,40484,5,0.0,155,2012.0,0,0,0,2002.0,11000.0,7.3,1.85,5000
162,0,61,292.0,102.0,255.0,953.0,131,18000.0,70,66,156,221128,23378,140,5.0,156,343.0,0,0,1,2014.0,3000.0,7.9,2.35,46000
163,0,100,184.0,126.0,295.0,284.0,132,18000.0,1,66,157,51892,19769,141,4.0,157,273.0,0,0,0,2016.0,934.0,5.5,2.35,24000
164,0,47,145.0,121.0,357.0,653.0,133,820.0,17,97,158,45455,2705,142,0.0,158,388.0,0,0,0,2005.0,780.0,5.0,2.35,0
165,0,9,451.0,215.0,0.0,413.0,134,986.0,71,98,159,392474,2530,143,1.0,159,1229.0,0,0,3,2009.0,745.0,7.7,2.35,18000
166,0,101,141.0,127.0,503.0,91.0,135,5000.0,22,52,160,127497,6171,144,2.0,160,287.0,0,0,3,1998.0,808.0,6.6,2.35,0
167,0,102,267.0,138.0,0.0,258.0,136,820.0,44,99,161,212106,1814,145,0.0,161,1445.0,0,0,0,2003.0,300.0,5.7,1.85,0
168,0,103,351.0,122.0,209.0,934.0,137,17000.0,17,48,162,146352,31958,146,6.0,162,288.0,0,0,0,2013.0,12000.0,5.8,2.35,42000
169,0,104,163.0,124.0,42.0,848.0,57,11000.0,72,69,163,77673,13073,147,3.0,163,463.0,0,1,0,2005.0,973.0,6.0,2.35,0
170,0,105,166.0,106.0,6.0,422.0,138,12000.0,73,25,164,72259,15015,148,1.0,164,788.0,0,0,0,2001.0,2000.0,6.4,1.85,0
171,0,86,510.0,124.0,394.0,2000.0,139,11000.0,4,100,165,508818,19761,77,0.0,165,679.0,0,0,0,2011.0,3000.0,6.9,2.35,46000
172,0,73,197.0,128.0,150.0,244.0,140,766.0,2,101,166,157519,2037,149,2.0,166,683.0,0,1,0,1999.0,536.0,6.4,2.35,2000
173,0,106,244.0,138.0,608.0,168.0,141,613.0,74,102,167,168207,1205,150,1.0,167,684.0,0,0,0,2003.0,172.0,7.4,2.35,0
174,0,107,322.0,115.0,386.0,12000.0,69,21000.0,75,79,168,185394,59177,151,3.0,168,329.0,0,0,0,2012.0,17000.0,5.5,2.35,65000
